product_id,review_title,review_text,rating,age_range,skin_type,skin_tone,eye_color,reviewer_username,tags,review_id
P38217,Pleasant Suprise,I'm a 42 year old African American female who has tried numerous cleansers. This cleanser has done wonders for my skin by noramalizing the texture as well as getting rid of the dark spots. Frequently complimented on how good and young I look! A great product.,5,,combination,deep,,kathylove,"{foamy,milky,exfoliating}",218fcf01-2a13-47c4-b3ab-179dd1edd0a3
P38217,very suprised,it left a tight and clean feeling to the skin. very hydrating. 2 thumbs up,4,,normal,light,,chikostik,,4c2753dc-65bb-4839-baab-cb2716f0890c
P38217,love this,"I love this cleansing cream.my skin looks healthier,less acne.",4,,combination,medium,,tequilayoko,"{foamy,exfoliating,milky}",4042d55a-8737-45c5-9ea8-bbb8bb174a15
P38217,good,"nice smell, texture, and feels good on dry skin.but it isn't easily washed out. you need to use warm water and care of it.",4,,dry,light,,superjunior,"{milky,hydrating}",a81de143-0b68-467a-b865-b5cbb3a619f8
P38217,A little bit goes a long way,I have many cleanser (fickle) so I added this to my collection. It's highly concentrated yet still gentle. Don't let the pearl-like appearance freak you out. It feels soothing on skin plus it's nourishing. This will last a long time.,4,,combination,medium,,akane,{foamy},4915e064-af66-46ba-99d0-bea7343b40c3
P38217,Finally!!,"A non-drying cleansing cream that does the job. After several failed attempts, this one delivers as promised. Great for winter skin.",5,,combination,light,,njsephoramom,"{exfoliating,creamy,non-drying,silky}",deecd6ce-8dfc-4128-9eaf-8837264a3c5e
P38217,Does what it says,This cleanses well and does not leave my skin feeling dry.,4,,combination,light,,mlparr,"{exfoliating,milky}",432f0fca-fccc-4a1f-aa16-2b44ce2db276
P38217,smooth face,I love this cleansing cream. I used it a year ago and stopped because I had to be in a club to purchase it. I was so excited when I found it in the store. I can really tell a difference now that I'm using it again!,5,,combination,light,,texasbeach,"{foamy,milky,exfoliating}",51f65a53-66e7-4c63-be5a-ff906464936c
P38217,Stings my eyes,"Returned this product as it was to foamy to use with my Clarisonic and stings my eyes. On the plus side a very tiny amount is needed, less than the tip of a fingernail. Even using this small amount it was to foamy for me and took to long to rinse well. This is really not an exfoliating cleanser either .",1,,normal,light,,nancihi,{foamy},ebf96058-5203-4494-9a6c-2bb74099ad23
P38217,Great Cleanser,"This is a great cleanser. It removes all my makeup and makes my skin glow and feel so soft. I tried this with the Resurgence serum and night moisturizer, and these products have just saved my skin.",5,,combination,fair,,carpemakeup,"{foamy,exfoliating}",cdb9eec2-143b-440a-a3e1-ea6f521e8250
P38217,Great,Leaves my skin feeling clean and hydrated even before putting on moisturizer.,5,,,medium,,kimthig,"{foamy,exfoliating,milky}",a44df908-56d7-4762-a88e-c1f934f32851
P38217,fantastic cleanser,I love this cleanser by Murad! It really gets your skin clean---without feeling dry aferwards. And it's very concentrated---so you need very little---like the size of your fingernail---literally!I highly recommend this product for those wanting an excellent quality cleanser--and one that is a great value for the money as well.,5,,dry,medium,,classicbeauty1,"{foamy,""also---low level exfoliating properties""}",655b16ad-0250-4917-8465-bb6e068a61f1
P38217,soft and special,"I use several cleansers to keep my skin looking younger and moist. I find of all the Murad products I have tried, this cleanser is the one product that I will use. Very gentle.",4,,normal,fair,,merry9999,"{foamy,milky,gentle}",f84db5af-fd6a-4f71-ae6f-bb08d62b8895
P38217,Impressed,Good cleaning action and not too drying. Large size for the $$.,5,,combination,light,,cjinnh,{foamy},5ffcafa0-bccb-49a6-904e-0dc33019dcb2
P384109,"",I love Boscia products. This is a great mask that hydrates and leaves my skin feeling great. It's not as silky in the morning as I was anticipating but it's still fairly hydrating for my very dry skin.,4,,,,,YoubyOG,,03d56525-7cc9-4c44-ad4f-d73d59c2a18a
P38217,wonderful!!,"I have been using this product for over a year and I have to say that my skin is looking better all the time. It does hydrate and exfoliate just like it says! I also use the day and night cream. Considering the price of $35 and you get a large bottle of this stuff, it's really not that expensive.",5,,dry,medium,,Anonymous,"{exfoliating,""creamy light""}",aebbc77b-1b34-41a8-b323-d386938e3947
P38217,Finally something works!,"I definately have hormonal skin; I get breakouts once a month, dry patches, fine lines even thought I am still young.I LOVE this entire line! I can literally control a breakout from the begining by using the wash, toner and serum. My skin is brighter, clearer, and better moisturized since switching to this line. I started using the line to prep for my wedding and had perfect skin even through the stress... LOVE IT!",5,,,,,mrssteff,"{foamy,milky,exfoliating,""rinses clean"",moisturizing}",0bc862db-3001-4df2-9550-186db4e38627
P38217,I will never change agail!,I was using this cleanser for about a year and thought I wanted to try something less expensive. I instantly started breaking out and went back to Murad. My skin cleared instantly. I really believe it helps any hormonal imbalance and will never stray again!!,5,,dry,fair,,Anonymous,{exfoliating},34b423b7-67f2-4041-8566-56cb3c52c9e5
P38217,"","This is a wonderful cleanser! It manages to be gentle and exfoliate at the same time, and it's in cream form, so it's hydrating -- not drying at all. A little goes a long way, so the $35 is worth spending; you don't need to use a lot for it to do its job. My skin feels refreshed, clear and moisturized. Highly recommend this!",5,,dry,fair,,katie1724,{exfoliating},482b6cfe-2649-4327-ac91-5070164271d4
P38217,what a value for such a fabulous product!,"i had been looking for something to exfoliate my skin which has become a bit dull since i turned 30 about 6 months ago. i had blackheads all over my chin that just wouldn't go away and made my skin feel rough. i'd use a biore strip now and again, but the skin would be rough two days later. the blackheads were so tiny it's not like i could squeeze them out either (shame, shame). i know that EfoliKate did wonders for my chin and face, but $85 is a lot of money for the smallest size they carry, so i decided to give the Murad a shot. glad i did! i noticed a difference after one use! my skin was not dried out, it felt smoother and full of moisture and radiance. it exfoliate with enzymes, not micro-abrading grains like most exfoliators. and you really only need a pearl-sized squirt. i was able to use that tiny amount to wash my face and the top of my back, which is also a problem area. considering it's $35 for a 6-point-something ounce bottle i'd say this is the best value i've found for a product that actually works...",5,,combination,medium,,tanyita,"{foamy,milky,exfoliating,""excellent value"",""a little bit goes a long way""}",980554af-b946-4bff-9048-d34952cb14c8
P38217,"","This is a great cleanser! It cleans without drying my skin. I also have sensitive skin and have had allergic reactions to many other products, but have had no problems at all with this one.",5,,combination,light,,uamom,,d0f0fb8a-deee-4451-8b3d-d2047526b8b7
P38217,My favorite face cleaner,Love the way this makes my skin feel. It keeps it smooth and clean without any dryness. I believe it helps with fine lines when you combine it with the rest of the regime. I will keep buying the product.,5,,combination,olive,,rdrr,"{exfoliating,creamy}",3bd6664f-a119-4305-8d86-812fb3ee1c45
P38217,MuradRenewal,"I love this cleanser, non-abrasive and smells great",4,,combination,medium,,AzzIzz,{foamy},539e8013-f5b8-4b01-ac8f-9c024c9b16bf
P38217,Best cleanser ever!,"fragrance free, smooth texture, and very gentle. yet effectively cleanses make-up as well. excellent for dry skin.this is my fourth tube.",5,,dry,light,,everywoman,,381526b4-8feb-4dd4-a6e2-1bd4fddaa16b
P38217,"",I love Murad products!,5,,dry,olive,,Princess1208,"{milky,creamy}",e4e5c857-852e-4c41-92ba-c9bce0742465
P38217,Wanted to like this but . . .,"I received a sample of this cleanser and really liked it, yet, once I purchased it and used if for a few days, I found it to be too oily. My combination skin obviously felt too greasy and simply unclean after using this product. Again, I wanted to like this cleanser but . . .",2,,combination,olive,,rsav,,639284c9-016e-4bfa-a136-e08e131beefb
P38217,WONDERFUL!,"I LOVe LOVE LOVE the Murad line. I have SUPER dry/sensitive skin and I've tried it ALLLLLL. Once I got my hands on the Murad Day Lotion I was sold...I figured all their other products would be just as good and I was right. The cleansing cream is amazing, the eye cream just as good and the toner is also wonderful although it can irritate ur eyes a bit...but still AMAZING!! I definitely recommend if you have DRY skin.",5,,dry,medium,,chios1212,,c90806a8-a3df-480d-a847-cd50a0fcf7a5
P38217,"","This product is creamy, yet, light and refreshing. I really feel like I get a deep cleansing whenever I use it.",5,,normal,medium,,CRadz,{refreshing},d5d40a39-b3ff-4910-90f4-b8a365c4938a
P38217,Absolutely fabulous!,This product is great for face and neck. It has a light exfoliation and great cleanser. It keeps my face feeling fresh and clean all day.,5,,normal,light,,Murad101,"{foamy,exfoliating}",9c7fc68b-b5c3-4dba-9a3f-c4f9563443cc
P38217,"","very good and effective, but gentle, doesn't leave your face dried out",4,,combination,medium,,lynet,,a9cf5460-7d5e-4909-82b2-002b747d526d
P38217,Great Cleansing Cream,"I have had a cabinet full of cosmetics looking for the best one for my face. I have always had nice skin, but then I have always taken care of it too. As I have gotten older I have been looking for cleansers and moisturizers that make my skin look like I am 30 again. I love this cleanser. It really gets my face clean, cleans my pores beautifully. I use it with my Clairisonic which just amps up the effect.",5,,combination,medium,,hisdarlin,"{foamy,milky,exfoliating}",e95625f8-1c4b-4da5-b4a0-6c5742e05a57
P38217,Murad,"Great cleanser, cleans your face without drying it out.",5,,normal,light,,marlasue,{milky},080ff478-d653-44b3-ba01-d3ac4327cbfe
P38217,ONLY USED A FEW TIMES SO FAR SEEMS GOOD,"I WAS TOLD MY SEPH. STORE WOULD NO LONGER BE CARRYING SKYNN CELAND OR THEIR GLACIAL FACE WASH WHICH WAS WHAT I WENT IN THERE FOR SO THEY TOLD ME THIS WAS SI,ILAR. SO FAR I THINK I LIKE IT BETTER.",4,,combination,light,,elainie,"{foamy,milky,exfoliating,""nice light scent"",""not overpowering like the glacial face wash""}",1b1363df-ad1c-4865-a6ba-86c15e4e6fd5
P38217,Murad cleaners,Good cleanser but I do not care for the scent. I'm not overly excited about this product.,2,,combination,medium,,Debedot,,477b3329-f764-4935-8980-1e24a223f2b6
P38217,Lovely Lather,I love the way this cleansing cream lathers. It works very nicely with my Clarisonic cleansing brush.,4,,dry,medium,,cb4198,"{foamy,milky,exfoliating}",d9dfe440-7827-45e5-84ab-d85329a655cc
P38217,Love it!,I have very very dry skin and this cleansing cream cleans without drying me out. Just a small amount goes a long way. Love the scent as well.,5,,dry,medium,,hankey,"{foamy,exfoliating}",922eda2b-00b0-47f2-9312-853f1dec847c
P38217,"","I have used this cleanser for quite some time now and I absolutely love this product. My face feels clean, not dry. My skin looks dewy and fresh. I know that soundscliche, but I have never used a product that actually made my face feel this clean and yet not dry and itchy.",5,,combination,medium,,nonickname2,{foamy},7e11992c-22d3-4c16-8cb3-f6dc21804783
P38217,"Good cleanser, but...","I've been using Murad's ""Vitalic Energizing Pomegranate Cleanser,"" but I'm always on the lookout for new and better products so I thought I'd give this one a try. The cleansing cream did a good job of removing every bit of dirt, oil and makeup from my skin and it did a good job of keeping my skin exfoliated and my pores unclogged. It left my skin feeling soft and hydrated. However, the Murad ""Pomegranate Cleanser"" is a two-in-one dual-purpose product that cleanses and tones in one step and saves me time since I don't have to use a separate toner product after cleansing. The first time I used it I wanted to test to see how clean it actually got my face so I used my regular toner on my face and the toner pad came away completely clear—no dirt or makeup left behind at all. So I know that it really does cleanse and tone my very oily skin in one step as it promises. It smells great and lathers easily. The pump dispenser is very convenient, too. Even though the ""Resurgence Cleansing Cream"" is a good cleanser, I am going to stick with the pomegranate cleanser because of it being a cleanser and toner all in one.",4,,oily,fair,,tenngal,,e0dba6b7-ab8b-4627-9139-3206448cf75f
P38217,"",I'm always looking for products that will protect my aging skin. This facewash is wonderful. Other cleansers of this type seem to leave my face oily. This cleans my face well without leaving it oily or drying it out. I love it!,5,,combination,light,,kk14226,{foamy},7687524c-6a31-4349-945d-dfce7d6d5918
P38217,AMAZING,"I have never had dry skin before, but this winter took a toll on my skin, and even with great moisturizers, my skin was flaky. I decided to give this facewash a try as I am a big fan of all Murad products I have tried in the past, and I LOVE IT. It balanced out my skin so that it is not flaky, but not overly moisturized - great for people with combination skin. Now that my skin is balanced out better, my acne has gotten better as well. This product is great and I will never go back to what I used before.",5,,combination,fair,,let09,{milky},e2e73a63-f553-47c7-81e8-f1da53f22342
P38217,"",great all purpose cleaner,4,,normal,fair,,kateh2,{foamy},04266af3-9b66-4c54-afa3-422ac097a12f
P38217,Nice cleanser,This is a great everyday cleanser. It is gentle and non-drying and works well.,4,,normal,medium,,Megaconsumer,"{milky,exfoliating}",a6bd7e80-2ca8-48d8-b823-443b89dd399e
P38217,Gentle but effective,"I like this product because I have aging sensitive skin, and my skin feels clean and not stripped after use. The missing star is because I need to wash my face twice sometimes after using an SPF moisturizer.",4,,combination,fair,,Maddy3,{exfoliating},07b1e740-51a7-4c6f-8d07-486e3625d58a
P38217,"","I normally get hormonal breakouts and I have reactions to any acne medication in face wash so I just use a gentle cleanser and my trusty clarisonic as well an occasional sulfur mask and spot treatment. Lately my skin has been outrageously dry and breaking out everywhere! Probably due to these annoying snow storms in the Mid-Atlantic :). I'm a Sephora employee and while at work I was looking through all the cleansers to find one with no acne medication and moisture boosting effects. I found this, took a sample, ABSOLUTELY LOVED IT. With in 2 days my skin's dryness was disappearing and my acne was cleared up (even more so than with my normal cleanser -Skyn Iceland-). Definitely recommend to anyone looking to restore moisture and clean deep down. I even noticed that at night after I washed out my clarisonic the brush seemed whiter than before :).",5,,combination,light,,Anonymous321,"{foamy,milky,exfoliating}",be0f2390-9b93-4c07-b7d4-c56cbb03b09b
P38217,Amazing!,I've always used Philosophy products for my face but decided to try something new. I LOVE it. It's gentle and effective. I noticed improvements in my skin within about 2 days. I did purchase the toner and night cream with it.,5,,combination,light,,ASilva,{creamy},744ed627-5ea1-4e66-b57c-610110692b34
P38217,I'll never use another cleanser,"Love this stuff. A tiny bit goes a long way, and it removes makeup and leaves my face feeling soooo clean, without drying it out. A+++",5,,combination,medium,,AdriaP,"{milky,creamy}",ecc44133-bba5-4c21-b81c-7baa6810ccf2
P38217,Love it,"The best Murad product I've tried. I have oily skin, and it's just right for me. Not too dying, and not too oily. It helped me clear out my pimples as well. It goes a long way too. Just a pear-sized amount is enough for my whole face and neck.",5,,oily,medium,,stolenwaters,{milky},10e2c591-db57-457c-978a-34b09ca9d210
P38217,"","LOVE, LOVE, LOVE the whole line of Murad Resurgence skin care. At 53, I need all the help I can get and it totally delivers!!",5,,dry,medium,,sedb,,9e082886-d277-42a5-84c0-a3c2bd962f4f
P38217,"","this product delivers. it's gently on, yet leaves my skin feeling clean and hydrated. it's a keeper",5,,normal,medium,,basket,{foamy},b9bc2cf1-be77-4bd1-accd-48417c2604fa
P38217,Murad Resurgence Renewing Cleansing Cream,I have been using this product for several years and it has helped to keep my skin looking great. I use it in the morning and at night. Wonderful product as it helps to moisturize and cleanse my skin and also removes makeup.,5,,combination,olive,,lah6789,{creamy},0ae613b0-7376-4b31-97fc-5f6bc4a0ee38
P38217,"",I love this facewash it's great for cleansing while keeping skin looking youthful and vibrant,5,,combination,medium,,WorldWideWoman,{wonderful},7d52606f-8ce2-4262-9137-f76e8b9b3e57
P38217,Gentle Cleanser,"Wonderful cleanser for aging skin. Love he pearlized consistency. Just bought my 2nd bottle, only need a small amount, a little goes a long way.",4,,dry,light,,shaggy,{creamy},9b989ffc-fa5a-417c-ba3f-32f15d948413
P38217,Looking younger already,"Someone at Sephora pointed me towards this cleanser. I wasn't wild about the price at first. About a week after I started using it, I realized that my skin looked younger and more fresh. It takes all my make-up off easily, and is a great pick-me-up in the morning. Couldn't be happier!",5,,combination,medium,,sbshorty,{milky},1e92872e-2b64-4b7f-8e89-f5030a744517
P38217,Cleanser,"This is a wonderful product for dry or mature skin. It left my skin feeling so clean, but without the tight and dry feeling a lot of cleansers do. Thank you, Murad for great cleanser.",5,,dry,light,,mgjj,"{foamy,exfoliating}",d94f6a49-a2b3-478c-a737-86fdaac6058a
P38217,Great so far,"I went in to Sephora a few weeks ago to look for something to save me from a sudden face outbreak, and the very helpful consultant helped me pick this one out. I have really dry skin, and was apparently over-washing it with very harsh facewash in a effort to kill the outbreak, which was apparently only making the situation worse. Since I've been using this product for the last few weeks, things have gotten a lot better and my face is almost back to normal. It's really nice and gentle and effective. It's only been a few weeks, so I can't vouch for long term effects, but it helped me tremendously.",4,,dry,olive,,cargofan,"{foamy,milky,gentle,""great smell"",calming}",bd0ee2e7-ba05-4959-b698-ab61016adf6c
P38217,The best product I have found!,"I have experimented with many high-end anti-aging cleansing regimes. This by far works the best for me. I use the Renewing Cleansing Cream with the Resurgence Sheer Lustre Day Lotion SPF 15, and the Resurgence Age-Balancing Night Cream. I am relieved of flaky skin without added oilyness. Murad Resurgence products have a nice clean scent without being too perfumey.",5,,combination,medium,,nordikmoon,"{milky,exfoliating}",dde33f95-d174-475f-a0d2-8c0540c9291e
P38217,Skin Saver!,"Well I use the Cleansing cream, the Age diffusing serum, and then the hydrating cream. I have never had such clear, acne free, smooth, soft skin in my life. I'm 26 years old and I thought I was still experiencing acne!! I had dry patches sometimes, but then oily in the T Zone area. So I thought I had combination skin. Well I started using this regiment and my skin is absolutely perfect. My skin is hydrated all day, and its so smooth! My skin looks even better now, when I put on make up, although most of the time unless it s special occasion, I will go without foundation! I will never use anything else!",5,,normal,dark,,Ashleyku,{milky},2437cd83-a9f9-4c15-bd2b-86d76480a79b
P38217,"",Murad's Resurgence Renewing Cleansing Cream is a great product. It is very soothing and my face always feels so refresh after I wash. Even before I apply the night cream. I would highly recommend this product.,5,,normal,medium,,Ladybugone,,dc576da4-3020-4a19-9af3-bf8f8f918031
P38217,"","this product is ok. I am pregnant, and thought it would be great with my hormones going kooky. However it tends to dry my skin out. I am used to using the Essential C cleanser, and I actually prefer it to this one. also has a funny smell to it, almosts chokes ya!!",3,,combination,medium,,mskate1,{milky},42ed7558-2695-47fc-a568-8fc1d0cac5e5
P38217,Love it,This product feels so gentle and soft on your skin and the best part is that you only need a little bit to cleanse your face and neck - should last for months and months. I will not be switching cleansers.,5,,oily,medium,,vols1121,"{milky,exfoliating}",8f17c7dc-28d0-4581-932a-b62ddeb96652
P38217,truly great product,"very cleaning and so moisturizing. keeps my skinin a nice balanced place, while never ever drying. skin turns smooth as silk.",5,,combination,medium,,jpiet,"{foamy,milky}",e54c236b-a171-47de-843c-5ca8706c1018
P38217,GREAT CLEANSER,I HAVE USED THIS CLEANSER FOR SOME TIME NOW AND IT IS SUCH AN AWSOME PRODUCT. IT DOES NOT DRY MY FACE OUT NOR DOES IT LEAVE IT GREASY. I AM PUSHING 50 AND USED TO HAVE OCCASSIONAL BREAKOUTS BUT SINCE I STARTED USING THIS I HAVE HAD NO MORE PROBLEMS. THANK YOU MURAD.,5,,combination,medium,,mrstw,"{exfoliating,""it only takes a small amount""}",5e5d004b-1891-43fe-a70f-ba90c27537ec
P38217,The Ultimate,Have used this cleanser for over a year - have gave samples to all my over-40 friends who are now devoted users also - simply the best,5,,combination,light,,shoefan50,"{foamy,creamy,divine}",bc41ae2e-f47d-45b2-8a9c-cbd8292f509a
P38217,What a Surprise,Wasn't too sure what I would think of this product but I really do like it. I am now using this instead of Purity Made Simple.,3,,,,,shunny,,1634396d-457f-4594-862c-30aec105dad8
P38217,Love this stuff!!!,Leaves my skin soft and refreshed,5,,combination,medium,,pedsrn,{foamy},aee29d10-1c2d-4ccf-aadf-e0b88f632d74
P38217,good for the purpose,"This face wash is great for its purpose- renewing.. however, if you are trying to wash your face of makeup etc, then this is not for you. This can be used to wash your face in the morning since your face is more or less already clean, and it allows the skin to feel smooth and helps with wrinkles if used often..",4,,oily,light,,BeautifulBetty,{foamy},d6b24930-909c-4d81-8f0f-58872ddf7b67
P38217,"","A sephora rep recommended this cleanser because I was breaking out and also had dry skin. while it had a good lather, I would have to wash my face twice as it just did not feel or look clean. Maybe more suited for someone older.",3,,combination,olive,,1sephorajunkie,{foamy},b6ed919d-b65b-43e6-8203-eff5cb8c26ea
P38217,"",One of my favorite Murad products. Leaves my skin glowing!,5,,normal,medium,,CRadz,"{milky,exfoliating}",571d5f35-6f8f-4b1c-a2ee-dc11f33746f9
P38217,Love It,"This is a very thorough, gentle cleanser.",5,,combination,fair,,Anonymous,{milky},963be430-662d-41cd-87b4-4272fcc5f903
P38217,the PERFECT face wash,"this wash is great if you have combination/dry skin. it balances out the dry spots, and keeps the moisture barrier to your skin intact so that the oily spots don't create more oil. it also exfoliates without granular pieces, just alpha hydroxy, so it's very very gentle.",5,,combination,olive,,shmookiebookie,{exfoliating},011d1101-2875-488b-a2f8-4ab9c6df2faf
P38217,Great product,This is a great product for mature skin. Cleans without drying and leaves it feeling smooth and soft. Love it!,5,,combination,light,,KarinH,"{""gently exfoliating""}",87d648b0-c891-466c-b049-cd0f0ed04c7d
P38217,The third time definitely wasn't a charm!,"And, finally, this product, too, turned out to cause extreme redness and blotchiness. Wish I could return it as well!",1,,normal,fair,,Addie1,,83be0e1a-ceae-4983-8c2c-3198dd73d518
P38217,My HG cleanser,"I have combo skin: sensitive, very dry spots, tendency towards oiliness in the T-zone, and frequent mild breakouts. I don't think I could live without this cleanser...It leaves my skin CLEAN, but not one bit stripped. It removes all traces of makeup, even waterproof eyeliner and mascara with a little massaging. It's really so gentle but so thorough at the same time. I also love the ingredient list: the abundance of beneficial oils actually helps to control skin's oil production, and it has no parabens. I have used this for about 2.5 years and I have stopped at a couple of points but I always come back because there is just nothing better! I always wonder what made me stray, but it won't happen again. Also love the light smell...fresh and natural. Price isn't too bad either as it lasts quite a while.",5,,combination,olive,,stingrae1625,"{foamy,creamy,rich,gentle,thorough}",588c8f3e-c4ba-41ae-add2-cea1f809ccb3
P38217,THis works well,have used Murad for a few weeks. I have noticed some difference in my skin.,4,,combination,fair,,verydisappointed,"{foamy,milky}",9032dd23-93a3-4088-afe2-cdefbb3b443b
P38217,murad resurgence cleansing cream,"great texture,not drying and prevents 'aging' breakouts. Love this product will definatly buy again",5,,combination,medium,,jensun,{creamy},761a2ac7-2b92-4289-aa6b-b59e8ab4344a
P38217,Disappointment,"This cleanser dried my skin out and caused me to break out. (Also, it did not effectively take off all of my mascara-- non-waterproof.)",1,,dry,medium,,Qster,"{foamy,drying}",46a05926-0bc0-4187-b5f5-96090ede4d1d
P38217,Skin Care,You use so little and the results are huge. You feel clean and no dryness at all. Your face radiates and feels years younger. I never travel without this product. I also have the other products that compliment the face wash.,5,,normal,light,,61yrsyoung,"{""mild and cleans off makeup""}",00ed93b3-d077-4e04-9579-078393fe580a
P38217,This face wash is amazing.,"Love this product! Expensive, but one bottle lasts a whole year. Says its for ""mature"" skin, but im 25 and im obsessed with it.",5,,combination,light,,julea,{creamy},9e2d34a9-1f3e-47bc-923f-1033e7521d75
P38217,Great product,"This is the best cleanser I've ever used. Gets my skin really clean, removes all makeup, but never makes me feel dry.",5,,combination,fair,,tatesgirl,,8896005a-8ae8-4368-9374-5081fa7ac068
P38217,It Works! It Really Works!,I have been experiencing more breakouts than normal. Tried the resurgence cleaning cream and in 3 days my skin had begun to clear up and felt great! Love the entire line of resurgence products! I'm 34 and will be using resurgence for life!,5,,combination,light,,sephoragyrldc34,"{foamy,milky,exfoliating}",a824e3b5-e0d6-4218-a649-394ae7abfbfc
P38217,Confused 30 something skin,"This wash has worked wonders on my skin. I would break out and then whatever I used to try and clear it up would be too harsh and I would have dry patches. I use this at night after I take off my make up. I have had no break outs since I have used it regularly and my skin looks even, not dried out. This may not work for everyone, but it did for me.",4,,combination,fair,,mmc3,{milky},2e4a8b41-79af-4b28-9f4d-615ebeee4521
P38217,"",Nondrying. Foamy and light.,4,,,medium,,Mumsie,{foamy},375a5252-1845-4f26-a80a-c3a1f1f3fc7c
P38217,"leaves face feeling clean, fresh, not tight","I really love this cleanser. It doesn't really exfoliate as much as you may think, but still leaves your skin very clean and fresh. It removes all traces of makeup with just a little pea sized squirt, foams up a bit but not too much. It also smells great. The scent is fresh with citrus, not heavy or fake smelling like many cleansers. I am picky about fragrance and this product has a great clean scent. I love it and will keep using it!",5,,combination,fair,,redwoodrose,"{fresh,clean,dewy}",f0c37a41-9aeb-416d-8497-8509363d15fd
P38217,expected better,Expected much more from this product. My face looks dull and is always red after using this product.,1,,combination,medium,,regretful,{foamy},258c985a-09f4-4deb-9ef9-378ed0eb8ba8
P38217,Not impressed at all,"I purchased the Murad Resurgence Renewing Cleanising Cream, and I guess it's for a drier skin than mine. It doesn't rinse off completely with water, my face doesn't feel clean after I've washed it, and my skin develops a shine sooner than with other cleansing products I've used. It would be nice for someone to come out with a renewing cleansing product for someone with combination skin. My drier areas need to be clean, too without feeling greasy.",1,,combination,medium,,floridadiva,"{milky,""oily feeling"",""low foaming""}",a364b108-5ca2-4f8f-93c3-a0955ed6d13b
P38217,Not so good.,"I really wanted this product to work. Especially because I hormonally breakout. I never got to see the product in action around my period because I had so many more backheads and pimple popping up around my chin that... well.. i was sad. no go for me, but may be better for others.",2,,combination,medium,,beautybabe,{creamy},829fe923-85cd-4805-892f-f36b04292fb5
P38217,Great!,I love this facewash! After spending 15 months in Iraq my skin needed some help. I am over 40 and have tried alot of different face cleansers but this is the best I have ever used. I recommend this for anyone who want to keep youthful skin or improve their already aging skin,5,,normal,medium,,LMJ66,"{creamy,""moisturizing and clean""}",1783e03c-8302-4905-a365-dbb363782fb7
P38217,Love it,This is one of the best cleansers I've used. It cleans without drying and you get a lot of product for your $$.,5,,dry,fair,,PLWI,{creamy},e23ea45c-ae10-4864-8c84-de770ea19931
